,AmRefRfw,Cvs,Rap,sfact,c3,RVEDV,RVESV,RVEDP,RVMaxP,RVSV
0,129.90615844726562,0.058234024047851565,30.586929321289062,0.47159729003906253,0.00020834217071533204,0.07596988405899734,0.03249328611473573,5.663670027797603,29.77972858157807,0.043476597944261605
1,137.34161376953125,0.30585556030273436,168.77914428710938,0.901507568359375,0.0026562625885009766,0.05790912213868617,0.03830356379392775,2.3798652277736303,31.795645158410856,0.01960555834475842
2,139.96170043945312,0.1985340118408203,95.53474426269531,0.9078399658203125,0.004186141395568848,0.06736767182713814,0.03939732126899195,2.914760386518516,30.23223869014531,0.027970350558146187
3,100.09674072265625,0.08588180541992188,164.28024291992188,0.452655029296875,0.036849025344848636,0.03976369693919613,0.013522542950997644,4.38859465085392,43.46836495031926,0.026241153988198488
4,130.9039306640625,0.12993927001953126,63.62640380859375,0.90562744140625,0.021600540924072268,0.07102913225345964,0.03581532558300797,3.921671291922419,29.450174120200614,0.03521380667045167
5,100.92849731445312,0.08390998840332031,44.29939270019531,0.37405090332031254,0.0294904016494751,0.035779668531650974,0.009549344078990184,5.169499558117368,29.38596064776019,0.02623032445266079
6,100.27679443359375,0.06459121704101563,104.94216918945312,0.378985595703125,0.04487245750427246,0.038066770015623384,0.0148474277837294,5.768608496472409,35.20506912321429,0.023219342231893984
7,139.5314281881876,0.18556437090856043,140.25947528032478,0.6800904676821191,0.002287314516263121,0.07288108235267192,0.04676559695139747,2.858907633738861,35.113095042648006,0.026115485401274452
8,120.14767256563908,0.1052099390540375,152.84337940409233,0.9068362763655101,0.025337509867254665,0.06258774147008311,0.029953944502493123,3.580303338177737,44.46831930473865,0.03263379696758999
9,134.2889561001029,0.20199234728190885,117.83350946660269,0.9378437328257409,0.0010967021967774153,0.05757309420943398,0.031591824744801024,2.888367498589069,31.667565341968455,0.02598126946463296
10,117.89398193359375,0.06136856079101563,90.58670043945312,0.690704345703125,0.04950649070739746,0.06504311750882975,0.033048780968714886,5.024699645790021,38.4375267043022,0.03199433654011487
